1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1828,0.0,3.0,48,1774,774,2007.0,1828,11694,452.0,108,5,9,1822,2007,2007,314813
894,0.0,2.0,0,894,308,1962.0,894,6600,0.0,0,5,5,894,1962,1962,109500
964,0.0,2.0,713,163,432,1921.0,964,13360,0.0,0,7,5,876,1921,2006,163500
1689,0.0,3.0,1218,350,857,2002.0,1689,13265,148.0,59,5,8,1568,2002,2002,271000
1541,0.0,3.0,0,1541,843,2001.0,1541,13704,150.0,81,5,7,1541,2001,2002,205000
1221,0.0,2.0,410,811,400,2004.0,1221,7500,0.0,113,5,7,1221,2004,2005,185000
1324,0.0,3.0,643,445,440,1965.0,1324,8658,101.0,138,5,6,1088,1965,1965,160000
696,720.0,3.0,604,92,484,1999.0,1416,2572,0.0,44,5,7,696,1999,1999,155000
526,462.0,2.0,462,0,297,1973.0,988,1596,0.0,101,5,4,462,1973,1973,91000
869,349.0,3.0,375,360,440,2003.0,1218,6000,0.0,0,6,6,735,1941,1950,131000
760,896.0,3.0,0,746,397,2003.0,1656,6931,92.0,128,5,7,746,2003,2004,165400
1362,0.0,2.0,20,1342,460,2005.0,1362,7577,256.0,28,5,6,1362,2005,2006,194700
1051,788.0,4.0,0,756,442,1966.0,1839,7700,351.0,124,5,6,756,1966,1966,155000
1375,0.0,2.0,0,1367,451,1954.0,1375,11310,0.0,30,5,6,1367,1954,1954,140000
1122,0.0,2.0,144,172,528,1948.0,1122,12000,0.0,36,7,5,924,1948,2005,147000
1432,0.0,2.0,680,289,588,1978.0,1432,16157,0.0,180,7,5,1360,1978,1978,194000
728,728.0,3.0,0,728,400,2007.0,1456,9018,0.0,24,5,7,728,2007,2007,179540
1217,0.0,3.0,611,577,497,1990.0,1217,9947,0.0,27,5,7,1188,1990,1991,173000
1040,0.0,2.0,0,0,625,1950.0,1040,7200,0.0,0,7,5,0,1950,1950,109500
612,612.0,2.0,294,318,528,2009.0,1224,3000,76.0,234,5,6,612,2009,2009,173733
1022,752.0,2.0,0,952,468,1931.0,1774,6120,0.0,0,5,7,952,1931,1950,129900
961,406.0,4.0,241,229,384,1978.0,1367,8405,0.0,130,8,5,861,1900,1950,119000
803,557.0,2.0,0,803,297,1951.0,1360,7200,0.0,65,6,5,803,1938,1995,125500
848,0.0,1.0,697,151,420,2004.0,848,4426,147.0,0,5,6,848,2004,2004,149300
1482,780.0,3.0,871,611,749,2003.0,2262,12244,226.0,0,5,8,1482,2003,2003,305000
1220,0.0,2.0,836,0,396,1951.0,1220,8877,0.0,0,5,4,836,1951,1951,102000
1414,0.0,2.0,0,1375,398,2004.0,1414,3072,18.0,20,5,7,1375,2004,2004,178740
1134,924.0,3.0,319,416,396,1950.0,2058,9600,0.0,0,5,6,735,1917,1950,129500
1088,110.0,4.0,0,901,0,1979.0,1198,5586,0.0,98,7,6,901,1920,1998,79900
1659,0.0,2.0,1158,343,499,2000.0,1659,5664,0.0,59,5,8,1501,2000,2000,278000
1012,0.0,2.0,0,1012,308,1920.0,1012,8263,0.0,22,5,6,1012,1920,1950,118400
1687,998.0,5.0,523,301,672,1970.0,3082,15863,0.0,63,3,7,824,1920,1970,197000
1032,0.0,4.0,0,360,672,1999.0,1812,7630,0.0,0,9,5,360,1900,1996,140000
1057,872.0,3.0,738,319,650,2001.0,1929,7050,0.0,235,5,7,1057,2001,2001,226000
954,0.0,3.0,483,428,576,1976.0,954,10780,0.0,0,5,5,911,1976,1976,132500
1838,0.0,2.0,1260,578,765,2006.0,1838,14601,584.0,68,5,9,1838,2006,2006,315000
1640,0.0,3.0,728,568,924,1993.0,1640,14778,72.0,0,7,6,1296,1954,2006,224000
1148,0.0,3.0,1148,0,672,1959.0,1148,7931,0.0,0,5,5,1148,1959,1959,132500
950,0.0,3.0,412,251,280,1981.0,950,9758,0.0,0,5,5,950,1971,1971,119500
1065,846.0,3.0,380,397,471,1993.0,1911,9554,125.0,81,5,8,777,1993,1994,215000
915,720.0,3.0,300,765,440,1950.0,1635,8737,0.0,38,7,6,1065,1923,1950,210000
1316,0.0,3.0,0,1316,440,2007.0,1316,11175,0.0,20,5,7,1316,2007,2007,200141
1442,0.0,2.0,0,1442,615,1970.0,1442,11717,571.0,0,6,6,1442,1970,1970,185000
1078,0.0,3.0,734,344,500,1971.0,1078,12537,0.0,0,6,5,1078,1971,2008,149900
1120,0.0,3.0,932,108,544,1961.0,1120,6970,0.0,0,5,4,1040,1961,1961,129000
779,640.0,3.0,353,55,527,2002.0,1419,7750,0.0,0,5,8,408,2002,2002,184100
707,682.0,3.0,0,651,240,1947.0,1389,3378,0.0,0,8,7,651,1946,1992,135000
1063,0.0,3.0,354,412,280,1954.0,1063,9920,110.0,0,5,5,1056,1954,1954,128000
1792,0.0,2.0,1567,225,874,2003.0,1792,11846,562.0,49,5,9,1792,2003,2004,374000
1216,0.0,2.0,897,319,402,1998.0,1216,4500,116.0,125,5,6,1216,1998,1998,164000
998,764.0,4.0,0,596,576,1989.0,1762,7200,0.0,0,7,7,596,1920,1950,157000
847,1112.0,4.0,0,847,434,2004.0,1959,11796,0.0,48,5,7,847,2004,2005,215000
1208,0.0,3.0,767,441,546,1977.0,1208,11250,0.0,42,6,6,1208,1977,1977,165000
874,650.0,3.0,460,414,315,1958.0,1524,11344,180.0,0,5,5,874,1958,1958,144000
796,358.0,3.0,735,61,240,1922.0,1154,5436,0.0,96,8,4,796,1922,2007,125500
1048,0.0,3.0,0,0,420,1950.0,1048,7200,0.0,27,5,5,0,1950,1950,98300
886,0.0,2.0,0,190,273,1938.0,886,5784,0.0,20,8,5,190,1938,1996,91300
943,0.0,2.0,943,0,600,1979.0,943,7032,0.0,0,5,5,943,1979,1979,135960
866,902.0,3.0,400,466,603,2005.0,1768,9803,0.0,108,5,7,866,2005,2005,226700
1422,1177.0,4.0,0,1393,779,1999.0,2599,14774,165.0,30,5,9,1393,1999,1999,333168
912,0.0,2.0,456,456,275,1958.0,912,10150,1.0,0,5,5,912,1958,1958,114500
882,0.0,2.0,0,0,308,1956.0,882,12702,0.0,45,5,5,0,1956,1956,97000
1337,0.0,2.0,266,1139,511,1998.0,1337,4060,0.0,68,5,6,1405,1998,1999,181000
2076,0.0,2.0,1386,690,850,2006.0,2076,13891,0.0,229,5,10,2076,2006,2006,465000
1328,1203.0,4.0,56,1198,752,1995.0,2531,12257,513.0,98,5,8,1318,1995,1995,290000
981,787.0,3.0,569,162,240,1939.0,1768,7200,252.0,0,7,5,731,1937,1950,175000
1625,0.0,2.0,1573,0,538,2006.0,1625,4750,481.0,0,5,8,1573,2006,2007,235000
1444,700.0,4.0,697,747,389,1958.0,2144,159000,472.0,98,7,6,1444,1958,2006,277000
1521,0.0,3.0,0,1237,880,1988.0,2775,13500,0.0,502,9,10,1237,1893,2000,325000
1140,728.0,3.0,0,585,477,1984.0,1868,12090,74.0,112,7,6,585,1984,2003,178000
1525,0.0,3.0,1400,125,541,2000.0,1525,9100,244.0,36,5,7,1525,2000,2000,235000
1571,0.0,3.0,0,1571,722,2007.0,1571,10991,80.0,36,5,8,1571,2007,2007,239000
796,0.0,2.0,0,796,0,1979.0,796,8777,0.0,0,7,5,796,1910,1950,85000
1378,994.0,4.0,0,994,432,1985.0,2372,6600,0.0,287,4,5,994,1892,1965,107500
802,670.0,3.0,0,384,402,1991.0,1472,10784,76.0,0,5,7,384,1991,1992,160000
960,0.0,0.0,648,0,364,1965.0,960,10246,0.0,0,9,4,648,1965,2001,145000
734,1104.0,4.0,0,732,372,2005.0,1838,21930,0.0,40,5,5,732,2005,2005,192140
1309,0.0,3.0,663,0,484,1974.0,1309,10140,99.0,0,6,6,1040,1974,1999,181000
2069,574.0,3.0,0,2153,694,2006.0,2643,13693,772.0,84,5,9,2153,2006,2006,380000
676,455.0,3.0,0,676,200,1941.0,1131,5720,0.0,0,6,5,676,1941,1950,66500
960,1000.0,4.0,0,960,400,1952.0,1960,7596,360.0,0,5,5,960,1952,1952,124500
1144,0.0,3.0,25,247,336,1962.0,1144,9204,0.0,88,5,5,1144,1963,1963,124000
1056,0.0,0.0,1056,0,576,1980.0,1056,6979,0.0,56,5,6,1056,1980,1980,144000
693,0.0,2.0,0,693,0,1979.0,693,4118,0.0,20,4,4,693,1941,1950,52500
1494,0.0,3.0,1200,279,576,1997.0,1494,9236,0.0,27,5,6,1479,1997,1997,217000
1646,0.0,2.0,1373,221,482,2004.0,1646,3842,174.0,53,5,8,1594,2004,2005,275000
864,0.0,3.0,390,474,352,1989.0,864,7180,0.0,0,7,5,864,1972,1972,127000
1566,0.0,3.0,1078,488,750,2008.0,1566,9000,36.0,168,5,8,1566,2008,2008,262500
735,660.0,3.0,593,130,497,1972.0,1395,12936,0.0,116,6,6,723,1972,1972,162000
848,0.0,2.0,152,628,539,1962.0,1208,6240,0.0,23,5,4,780,1925,1950,103000
939,574.0,4.0,0,939,180,1933.0,1513,6120,0.0,0,8,5,939,1920,2004,137500
959,408.0,3.0,425,459,560,1978.0,1367,6240,0.0,0,6,6,884,1931,1950,127500
955,0.0,3.0,763,192,386,1966.0,955,7742,0.0,0,7,5,955,1966,1966,127000
1077,0.0,3.0,0,1007,210,1922.0,1077,9786,0.0,100,4,3,1007,1922,1950,91000
1056,0.0,3.0,1056,0,572,1955.0,1056,34650,0.0,0,5,5,1056,1955,1955,145000
756,797.0,3.0,0,756,615,2005.0,1553,8125,0.0,45,5,7,756,2005,2006,186500
1614,0.0,3.0,20,1594,865,2005.0,1614,11210,240.0,59,5,7,1614,2005,2006,221500
2042,0.0,3.0,0,2042,1390,2009.0,2042,12704,306.0,90,5,8,2042,2008,2009,253293
1073,0.0,2.0,0,1073,326,1968.0,1073,5400,0.0,0,6,5,1073,1921,1968,108480
1072,213.0,2.0,336,295,240,1948.0,1285,8635,0.0,0,5,5,672,1948,2001,127000
2117,0.0,4.0,865,340,550,1970.0,2117,12925,0.0,42,7,6,1205,1970,1970,237500
605,0.0,2.0,348,180,0,1979.0,605,9098,0.0,0,7,4,528,1920,2002,86000
1150,0.0,3.0,179,465,300,1959.0,1150,7945,0.0,0,6,5,1150,1959,1959,141000
728,728.0,3.0,0,728,400,2005.0,1456,8029,0.0,24,5,6,728,2005,2005,176000
999,0.0,3.0,867,77,588,1961.0,999,12122,210.0,76,9,7,944,1961,2007,178400
750,750.0,3.0,0,750,564,2005.0,1500,8846,0.0,35,5,6,750,2005,2006,173900
1336,0.0,2.0,841,324,375,1953.0,1336,15750,56.0,0,5,5,1165,1953,1953,157000
864,729.0,3.0,759,80,398,2004.0,1593,7415,0.0,75,5,6,839,2004,2004,193000
1130,1054.0,3.0,936,168,836,2008.0,2184,11308,154.0,102,5,9,1104,2008,2008,335000
1560,0.0,3.0,0,1560,573,2003.0,1560,9196,0.0,150,5,7,1560,2003,2003,201000
888,0.0,3.0,386,342,312,1942.0,1644,9480,224.0,0,7,5,728,1942,1995,146500
630,0.0,3.0,515,115,286,1970.0,630,1526,0.0,0,8,4,630,1970,2002,86000
1113,0.0,3.0,751,392,504,1987.0,1113,7917,174.0,30,7,6,1143,1976,1976,148000
1071,1101.0,3.0,0,1063,947,2006.0,2172,14154,350.0,62,5,7,1063,2006,2006,280000
796,550.0,2.0,0,560,384,1950.0,1346,11767,0.0,24,7,4,560,1910,2000,112000
1184,1426.0,4.0,64,1120,550,2007.0,2610,9000,0.0,364,5,8,1184,2007,2007,303477
1026,932.0,3.0,0,1026,936,2005.0,1958,10625,0.0,210,5,7,1026,2005,2005,250000
1468,0.0,3.0,0,1468,898,2008.0,1468,9612,72.0,150,5,8,1468,2008,2009,244600
1302,432.0,4.0,0,0,539,1977.0,1734,10125,0.0,0,5,5,0,1977,1977,126000
768,432.0,3.0,352,416,240,1946.0,1200,11767,0.0,0,6,5,768,1946,1995,130500
1112,438.0,2.0,812,280,438,2007.0,1550,8125,100.0,168,5,7,1092,2006,2007,241000
954,795.0,5.0,0,795,440,1997.0,2230,6204,0.0,188,5,4,795,1912,1950,118500
1166,0.0,3.0,0,1064,240,1936.0,1639,10480,0.0,0,5,6,1064,1936,1950,115000
864,0.0,3.0,521,169,624,1964.0,864,9100,0.0,0,5,5,864,1958,1958,129900
1621,0.0,3.0,213,995,440,1984.0,1621,14145,0.0,45,7,7,1208,1984,1998,202500
483,504.0,3.0,162,321,264,1972.0,987,1680,510.0,0,8,6,483,1972,2007,118000
1238,1281.0,4.0,965,245,628,1989.0,2519,26178,293.0,27,5,7,1210,1989,1990,335000
765,600.0,3.0,765,0,440,1970.0,1365,2368,312.0,36,6,5,765,1970,1970,125000
1149,1141.0,4.0,0,1128,779,2002.0,2290,11250,0.0,0,5,8,1128,2002,2002,255900
1249,1347.0,4.0,0,1249,840,2006.0,2596,16259,370.0,154,5,9,1249,2006,2006,342643
907,0.0,3.0,288,619,352,1964.0,907,8593,0.0,0,6,4,907,1957,1957,109008
855,0.0,3.0,566,289,440,1976.0,1456,2280,0.0,0,6,6,855,1976,1976,148500
1190,0.0,3.0,803,303,540,1962.0,1190,7728,120.0,18,6,5,1106,1962,1962,132500
858,0.0,2.0,322,536,684,1979.0,858,7340,0.0,0,6,4,858,1971,1971,110000
2223,0.0,3.0,1880,343,516,1973.0,2223,13651,1115.0,0,6,7,2223,1973,1973,244000
1005,0.0,2.0,0,1005,672,1977.0,1005,10434,0.0,0,5,4,1005,1955,1955,115000
1086,809.0,3.0,0,712,409,1994.0,1895,10832,0.0,46,5,7,712,1994,1996,194500
1040,0.0,3.0,906,134,384,1965.0,1040,11200,0.0,0,5,5,1040,1965,1965,129500
1264,0.0,3.0,697,571,461,1960.0,1264,9300,324.0,0,5,5,1268,1960,1960,167500
874,887.0,3.0,0,874,578,2007.0,1761,10207,0.0,105,6,7,874,2007,2007,227875
1034,0.0,3.0,539,473,888,1976.0,1034,12328,335.0,0,5,6,1012,1976,1976,169900
1363,0.0,2.0,226,96,439,1954.0,1363,39104,0.0,0,7,7,1385,1954,2005,241500
1689,0.0,3.0,0,1436,480,1956.0,1689,9855,0.0,0,5,6,1436,1956,1956,127500
2113,0.0,2.0,1696,413,839,1995.0,2113,10437,660.0,46,6,8,2109,1995,1995,350000
1573,0.0,3.0,788,785,544,2002.0,1573,9808,110.0,72,5,7,1573,2002,2002,227000
2364,0.0,3.0,2188,142,820,2009.0,2364,12919,760.0,67,5,9,2330,2009,2010,611657
1057,977.0,3.0,739,318,645,1998.0,2034,9375,573.0,36,5,7,1057,1997,1998,219500
1291,0.0,2.0,1003,288,431,1996.0,1291,2887,0.0,0,5,6,1291,1996,1997,173000
858,0.0,2.0,696,162,0,1979.0,858,7207,0.0,0,7,5,858,1958,2008,116500
698,560.0,2.0,204,356,280,1939.0,1258,9060,0.0,0,5,6,560,1939,1950,105000
438,0.0,1.0,290,0,246,1930.0,438,8400,0.0,0,5,2,290,1920,1950,60000
672,728.0,3.0,209,463,440,1978.0,1400,7844,203.0,0,7,6,672,1978,1978,149500
954,0.0,2.0,0,920,240,1938.0,954,6305,0.0,0,7,5,920,1938,1950,119750
1445,0.0,3.0,564,563,645,1964.0,1445,12095,115.0,0,6,6,1127,1964,1964,158000
1072,0.0,2.0,459,88,525,2005.0,1072,3675,80.0,28,5,6,547,2005,2005,148000
1664,0.0,4.0,0,0,0,1979.0,1664,9825,0.0,0,5,5,0,1965,1965,100000
1445,689.0,5.0,0,844,441,1930.0,2134,11888,0.0,60,6,6,844,1916,1994,214500
1940,1254.0,4.0,428,537,380,1934.0,3194,12168,0.0,0,6,8,965,1934,1998,359100
912,912.0,4.0,0,912,0,1979.0,1824,9400,0.0,0,5,6,912,1971,1971,139000
888,868.0,3.0,742,130,422,1996.0,1756,9303,42.0,122,5,6,872,1996,1997,204000
912,0.0,2.0,595,317,576,1992.0,912,8872,300.0,240,8,5,912,1965,2008,147000
1509,0.0,3.0,783,678,600,1988.0,1509,10200,219.0,0,5,6,1461,1988,1989,175000
1160,448.0,3.0,264,712,216,1925.0,1608,6171,0.0,16,6,6,976,1925,1990,137450
1316,0.0,3.0,28,1288,397,2005.0,1316,10237,0.0,0,5,6,1316,2005,2006,169990
1015,0.0,3.0,489,279,450,1925.0,1015,6120,0.0,0,7,5,768,1925,1950,88000
756,378.0,3.0,312,444,240,1940.0,1134,8160,0.0,0,6,5,756,1940,1950,126000
1636,0.0,3.0,63,1560,865,2006.0,1636,13501,208.0,60,5,8,1623,2006,2006,255000
660,660.0,3.0,0,660,400,2003.0,1320,7750,0.0,48,5,7,660,2003,2003,162000
1160,966.0,3.0,249,0,538,1967.0,2126,28698,0.0,0,5,5,1013,1967,1967,185000
1128,0.0,3.0,776,344,525,1963.0,1128,8700,148.0,20,6,5,1120,1963,1963,155000
1306,0.0,2.0,860,132,756,1968.0,1306,8712,0.0,0,7,5,992,1957,2000,153000
798,546.0,3.0,0,546,0,1979.0,1344,1533,0.0,0,6,4,546,1970,2008,97000
1576,978.0,3.0,0,718,704,1996.0,2554,10800,0.0,48,8,7,718,1890,1998,159500
893,0.0,2.0,220,625,576,1985.0,893,9600,0.0,0,7,5,845,1949,2003,135000
894,1039.0,4.0,0,894,668,2007.0,1933,14598,74.0,18,5,6,894,2007,2007,214000
672,546.0,3.0,356,316,264,1973.0,1218,1890,285.0,28,5,6,672,1973,1973,113000
1161,808.0,3.0,0,808,534,1977.0,1969,11952,0.0,0,6,7,808,1977,1977,190000
1220,870.0,3.0,1079,141,556,1995.0,2090,10000,438.0,65,5,8,1220,1995,1996,240000
1484,0.0,3.0,998,486,487,1971.0,1484,12243,0.0,0,6,5,1484,1971,1971,175000
1656,0.0,4.0,0,1656,506,1973.0,1656,9246,564.0,211,5,5,1656,1973,1973,135000
818,406.0,3.0,468,350,210,1926.0,1224,3950,0.0,0,8,6,818,1926,2004,115000
1022,1032.0,3.0,695,297,390,2000.0,2054,12224,40.0,48,5,6,992,2000,2000,244000
854,0.0,2.0,0,832,576,1991.0,854,6120,0.0,112,8,7,832,1929,2001,132000
546,546.0,3.0,334,212,286,1973.0,1092,1974,0.0,96,5,4,546,1973,1973,83500
1268,0.0,3.0,196,1072,252,1978.0,1268,9286,0.0,0,7,5,1268,1977,1989,143500
827,834.0,3.0,385,70,550,1996.0,1661,10667,0.0,61,6,7,799,1996,1996,212000
1668,0.0,3.0,370,315,502,2003.0,1668,10635,171.0,262,5,8,1657,2003,2003,232000
1493,0.0,3.0,994,484,508,1997.0,1493,13125,215.0,39,5,6,1478,1997,1998,208900
932,0.0,2.0,0,932,306,1950.0,932,8280,0.0,0,5,6,932,1950,1950,124000
1277,0.0,2.0,778,499,526,1970.0,1277,10628,0.0,0,5,7,1277,1970,1970,167000
1530,0.0,3.0,1300,230,630,2004.0,1530,14572,0.0,36,5,7,1530,2004,2004,259000
1344,0.0,2.0,457,193,484,1970.0,1344,9503,0.0,28,5,5,1024,1958,1983,144000
860,0.0,2.0,672,168,528,1996.0,860,8740,0.0,0,6,5,840,1982,1982,137000
1314,0.0,2.0,904,410,626,2008.0,1314,5001,166.0,62,5,7,1314,2007,2008,230000
1391,571.0,3.0,464,927,868,2006.0,1962,8760,0.0,90,5,7,1391,2006,2006,239799
788,702.0,3.0,724,64,388,2004.0,1490,15384,0.0,75,5,7,788,2004,2005,184000
848,0.0,1.0,662,186,420,2004.0,848,4426,169.0,0,5,6,848,2004,2004,143000
672,0.0,2.0,0,672,240,1940.0,672,10200,0.0,0,8,5,672,1940,1997,108000
1188,1152.0,4.0,275,877,252,1941.0,2340,9042,0.0,60,9,7,1152,1941,2006,266500
808,704.0,3.0,0,660,180,1916.0,1656,10410,0.0,0,7,5,660,1916,1987,135000
725,754.0,4.0,626,99,484,1972.0,1479,7472,138.0,32,9,7,725,1972,2004,184000
1226,0.0,3.0,0,1226,740,2009.0,1226,10402,0.0,36,5,7,1226,2009,2009,198900
976,1111.0,5.0,568,264,444,1966.0,2087,12205,157.0,168,8,6,832,1966,2007,187500
1158,0.0,3.0,941,217,576,2006.0,1158,13072,0.0,50,5,6,1158,2004,2004,158000
1154,0.0,3.0,740,184,480,1966.0,1154,11000,200.0,58,6,5,1154,1966,1966,154000
880,844.0,3.0,0,880,527,1998.0,1724,8924,0.0,155,5,7,880,1998,1999,188000
773,885.0,3.0,219,554,431,1995.0,1658,8000,0.0,84,5,6,773,1995,1996,188000
1126,0.0,2.0,0,0,520,2002.0,1126,8777,0.0,96,5,4,0,1949,2003,108000
872,521.0,3.0,0,816,300,1955.0,1393,16466,0.0,0,7,5,816,1955,1955,135500
1968,1479.0,4.0,192,536,1014,1982.0,3447,14100,632.0,12,9,8,728,1935,1997,381000
483,504.0,2.0,309,174,264,1973.0,987,1953,408.0,0,5,6,483,1973,1973,83000
808,547.0,4.0,351,112,0,1979.0,1355,10106,0.0,0,7,5,644,1940,1999,127500
2069,0.0,4.0,425,160,505,1960.0,2069,27650,0.0,0,7,7,585,1960,2007,242000
757,0.0,3.0,549,195,440,1999.0,1501,2280,360.0,0,5,7,744,1999,1999,179400
1976,0.0,2.0,1350,626,908,2006.0,1976,14977,304.0,63,5,8,1976,2006,2007,440000
1563,0.0,3.0,33,1530,758,2007.0,1563,10206,468.0,99,5,8,1563,2007,2007,245000
572,539.0,2.0,0,572,288,1982.0,1111,5700,0.0,0,7,7,572,1926,1950,116900
851,651.0,3.0,0,776,270,1931.0,1502,7200,0.0,0,6,7,776,1931,2000,149000
1733,0.0,4.0,0,0,452,1955.0,1733,13680,0.0,0,5,3,0,1955,1955,139600
1848,880.0,4.0,1410,438,706,2006.0,2728,20431,870.0,0,5,9,1848,2005,2006,437154
630,672.0,3.0,231,399,264,1972.0,1302,1680,268.0,0,7,5,630,1972,1972,119500
1332,192.0,0.0,1258,74,586,1979.0,1524,23595,0.0,0,6,7,1332,1979,1979,260000
1120,468.0,4.0,0,0,680,1991.0,1588,17120,0.0,59,4,4,0,1959,1959,134432
1125,0.0,2.0,0,1125,430,2007.0,1125,8536,0.0,64,5,5,1125,2006,2007,155000
520,600.0,2.0,0,600,480,2005.0,1200,3180,0.0,166,5,7,600,2005,2005,151000
798,842.0,3.0,0,798,520,2004.0,1640,8366,0.0,45,5,6,798,2004,2004,173000
1223,904.0,3.0,1000,223,525,1994.0,2127,10944,448.0,132,5,7,1223,1994,1994,271000
972,0.0,2.0,680,292,240,1948.0,972,8000,0.0,0,6,6,972,1948,2002,132000
1142,878.0,3.0,584,544,466,1995.0,2020,9828,0.0,155,5,8,1128,1995,1995,239500
1144,0.0,3.0,739,405,596,1956.0,1144,9571,0.0,0,6,5,1144,1956,1956,129000
1352,0.0,3.0,300,468,288,1958.0,1352,6930,120.0,0,4,5,1062,1958,1958,130000
926,0.0,3.0,234,0,484,1974.0,1316,5500,0.0,0,7,5,926,1929,2001,130000
